X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,Arrest,LarcenyCode,CODE_DEFINED,LAT,LONG,ObjectId
-8471809.66341816,5319294.44844002,2023/02/10 00:00:00+00,2155,555,100 HARWOOD AVE    ,,From Motor Vehicle,LARCENY,43.048089647,-76.103561048,1252
-8473419.44054827,5322218.18102627,2023/11/07 00:00:00+00,1833,2006,100 HASTINGS PL     ,,All Other,LARCENY,43.067280123,-76.118021922,1253
-8470701.05620909,5321484.41738213,2023/01/09 00:00:00+00,1130,1130,100 HASBROUCK ST     ,,From Building,LARCENY,43.06246449,-76.09360226,1254
-8477411.55029348,5315538.92127611,2023/06/29 00:00:00+00,0340,648,100 HATCH ST     ,,From Motor Vehicle,LARCENY,43.0234307170001,-76.153883654,1255
-8477411.55029348,5315538.92127611,2023/10/10 00:00:00+00,0450,630,100 HATCH ST     ,,From Motor Vehicle,LARCENY,43.0234307170001,-76.153883654,1256
-8477411.55029348,5315538.92127611,2023/07/17 00:00:00+00,0000,1200,100 HATCH ST     ,,From Building,BURGLARY,43.0234307170001,-76.153883654,1257
-8473854.95467891,5318650.16084153,2023/08/21 00:00:00+00,1503,1515,100 HAWTHORNE ST     ,,All Other,LARCENY,43.0438599350001,-76.121934212,1258
-8473854.95467891,5318650.16084153,2023/10/14 00:00:00+00,1900,645,100 HAWTHORNE ST     ,,From Motor Vehicle,LARCENY,43.0438599350001,-76.121934212,1259
-8482059.6673564,5319911.10916999,2023/02/07 00:00:00+00,1200,1230,100 HAYDEN AV   ,,From Building,BURGLARY,43.0521377170001,-76.1956384,1260
-8470039.27096452,5320372.381345,2023/11/28 00:00:00+00,1340,1340,100 HEADSON DR     ,,All Other,LARCENY,43.055165564,-76.0876573419999,1261
-8482059.6673564,5319911.10916999,2023/11/10 00:00:00+00,1214,1215,100 HAYDEN AV   ,,,AGGRAVATED ASSAULT,43.0521377170001,-76.1956384,1262
-8475299.21631281,5321622.10929325,2023/08/12 00:00:00+00,1800,2200,100 HELEN ST     ,,From Building,BURGLARY,43.0633681800001,-76.134908235,1263
-8475299.21631281,5321622.10929325,2023/11/06 00:00:00+00,1640,1640,100 HELEN ST     ,,All Other,LARCENY,43.0633681800001,-76.134908235,1264
-8475299.21631281,5321622.10929325,2023/08/31 00:00:00+00,1930,110,100 HELEN ST     ,,Motor Vehicle,MV THEFT,43.0633681800001,-76.134908235,1265
-8475954.8882249,5317679.87203489,2023/03/26 00:00:00+00,0000,1601,100 HENRY ST     ,,All Other,LARCENY,43.0374894930001,-76.140798236,1266
-8475954.8882249,5317679.87203489,2023/09/14 00:00:00+00,1000,1426,100 HENRY ST     ,,All Other,LARCENY,43.0374894930001,-76.140798236,1267
-8475954.8882249,5317679.87203489,2023/11/06 00:00:00+00,1815,2230,100 HENRY ST     ,,From Motor Vehicle,LARCENY,43.0374894930001,-76.140798236,1268
-8475954.8882249,5317679.87203489,2023/01/09 00:00:00+00,0332,332,100 HENRY ST     ,,Of Bicycle,LARCENY,43.0374894930001,-76.140798236,1269
-8475954.8882249,5317679.87203489,2023/07/05 00:00:00+00,1125,2325,100 HENRY ST     ,,From Building,LARCENY,43.0374894930001,-76.140798236,1270
-8475954.8882249,5317679.87203489,2023/12/01 00:00:00+00,1032,1032,100 HENRY ST     ,,From Building,LARCENY,43.0374894930001,-76.140798236,1271
-8477226.1261969,5320101.17264269,2023/04/23 00:00:00+00,2000,759,100 HERALD PL     ,,From Motor Vehicle,LARCENY,43.053385335,-76.152217961,1272
-8477226.1261969,5320101.17264269,2023/04/23 00:00:00+00,1930,1400,100 HERALD PL   ,,From Motor Vehicle,LARCENY,43.053385335,-76.152217961,1273
-8477226.1261969,5320101.17264269,2023/08/22 00:00:00+00,1630,1053,100 HERALD PL     ,,From Motor Vehicle,LARCENY,43.053385335,-76.152217961,1274
-8476935.67961917,5322122.34939057,2023/04/26 00:00:00+00,1614,1614,100 HERBERT ST     ,Yes,,BURGLARY,43.066651209,-76.149608835,1275
-8475621.93129398,5323520.29147201,2023/08/18 00:00:00+00,0200,700,100 HERZ ST     ,,Motor Vehicle,MV THEFT,43.0758248400001,-76.137807233,1276
-8476578.88250609,5322680.73821585,2023/05/06 00:00:00+00,1300,756,100 HIGH ST     ,,From Motor Vehicle,LARCENY,43.0703156550001,-76.146403672,1277
-8476578.88250609,5322680.73821585,2023/04/03 00:00:00+00,0525,525,100 HIGH ST     ,,Motor Vehicle,MV THEFT,43.0703156550001,-76.146403672,1278
-8476578.88250609,5322680.73821585,2023/02/14 00:00:00+00,0216,620,100 HIGH ST     ,Yes,Motor Vehicle,MV THEFT,43.0703156550001,-76.146403672,1279
-8475860.93145772,5320915.31859342,2023/12/16 00:00:00+00,2230,1200,100 HIGHLAND AV   ,,From Motor Vehicle,LARCENY,43.058729279,-76.1399542079999,1280
-8475860.93145772,5320915.31859342,2023/02/17 00:00:00+00,0800,800,100 HIGHLAND AV   ,,,BURGLARY,43.058729279,-76.1399542079999,1281
-8475860.93145772,5320915.31859342,2023/09/08 00:00:00+00,1445,1425,100 HIGHLAND AVE    ,,All Other,LARCENY,43.058729279,-76.1399542079999,1282
-8473823.19389235,5321939.56629291,2023/07/26 00:00:00+00,1617,1930,100 HIXSON AV   ,,From Motor Vehicle,LARCENY,43.065451641,-76.1216489,1283
-8477092.82544813,5318776.13938196,2023/06/09 00:00:00+00,1157,1157,100 ONONDAGA AV   ,Yes,From Motor Vehicle,LARCENY,43.0446870000001,-76.1510205,1284
-8476269.95956456,5323587.84733743,2023/06/21 00:00:00+00,1700,700,100 HILLSIDE ST     ,,From Motor Vehicle,LARCENY,43.076268123,-76.14362857,1285
-8473823.19389235,5321939.56629291,2023/12/26 00:00:00+00,0020,20,100 HIXSON AVE    ,,All Other,LARCENY,43.065451641,-76.1216489,1286
-8480443.28831257,5317815.57361122,2023/03/21 00:00:00+00,1820,1820,100 HOLDEN ST     ,Yes,,BURGLARY,43.038380483,-76.18111822,1287
-8477092.82544813,5318776.13938196,2023/05/24 00:00:00+00,0940,1415,100 ONONDAGA AV   ,,All Other,LARCENY,43.0446870000001,-76.1510205,1288
-8480443.28831257,5317815.57361122,2023/08/07 00:00:00+00,1634,1634,100 HOLDEN ST     ,Yes,,BURGLARY,43.038380483,-76.18111822,1289
-8480443.28831257,5317815.57361122,2023/03/16 00:00:00+00,2147,2147,100 HOLDEN ST     ,,All Other,LARCENY,43.038380483,-76.18111822,1290
-8476142.32698162,5323139.22353589,2023/08/06 00:00:00+00,1330,2000,100 HOOD AV   ,,From Building,BURGLARY,43.0733243170001,-76.142482027,1291
-8478153.62906224,5318087.89562044,2023/01/29 00:00:00+00,2249,2249,100 HOLLAND ST     ,Yes,,AGGRAVATED ASSAULT,43.040168457,-76.1605498609999,1292
-8476142.32698162,5323139.22353589,2023/12/16 00:00:00+00,1700,1200,100 HOOD AV   ,,From Building,BURGLARY,43.0733243170001,-76.142482027,1293
-8477092.82544813,5318776.13938196,2023/08/05 00:00:00+00,1605,1605,100 ONONDAGA AV   ,,,ROBBERY,43.0446870000001,-76.1510205,1294
-8476142.32698162,5323139.22353589,2023/07/31 00:00:00+00,1003,1103,100 HOOD AVE    ,,All Other,LARCENY,43.0733243170001,-76.142482027,1295
-8477262.18313657,5315586.83580967,2023/10/05 00:00:00+00,0705,705,100 HOPE AV   ,,From Motor Vehicle,LARCENY,43.0237453880001,-76.152541866,1296
-8476142.32698162,5323139.22353589,2023/07/24 00:00:00+00,2330,900,100 HOOD AVE    ,,Of Bicycle,MV THEFT,43.0733243170001,-76.142482027,1297
-8477262.18313657,5315586.83580967,2023/08/01 00:00:00+00,2337,2337,100 HOPE AV   ,,All Other,LARCENY,43.0237453880001,-76.152541866,1298
-8477092.82544813,5318776.13938196,2023/11/04 00:00:00+00,0430,437,100 ONONDAGA AV   ,,,AGGRAVATED ASSAULT,43.0446870000001,-76.1510205,1299
-8477262.18313657,5315586.83580967,2023/07/06 00:00:00+00,2101,2101,100 HOPE AV   ,,,AGGRAVATED ASSAULT,43.0237453880001,-76.152541866,1300
-8477262.18313657,5315586.83580967,2023/09/12 00:00:00+00,2016,2016,100 HOPE AV   ,Yes,,ROBBERY,43.0237453880001,-76.152541866,1301
-8477262.18313657,5315586.83580967,2023/10/04 00:00:00+00,1200,1700,100 HOPE AV   ,,All Other,LARCENY,43.0237453880001,-76.152541866,1302
-8475473.84063767,5314868.0479738,2023/05/28 00:00:00+00,1900,2100,100 STEVENS PL   ,,Motor Vehicle,MV THEFT,43.019024695,-76.136476912,1303
-8478788.1104187,5316810.57014883,2023/07/08 00:00:00+00,1532,900,100 RUSKIN AVE    ,,All Other,LARCENY,43.03178152,-76.1662495039999,1304
-8476337.41149493,5318299.08210511,2023/01/18 00:00:00+00,1112,1112,1000 S  MCBRIDE ST     ,Yes,,AGGRAVATED ASSAULT,43.0415550000001,-76.144234501,1305
-8475473.84063767,5314868.0479738,2023/04/09 00:00:00+00,0000,0,100 STEVENS PL     ,,All Other,LARCENY,43.019024695,-76.136476912,1306
-8479674.9771058,5316969.97574746,2023/03/23 00:00:00+00,1100,500,100 STINARD AV   ,,From Building,BURGLARY,43.0328282420001,-76.174216363,1307
-8478777.57169119,5316609.11484581,2023/10/29 00:00:00+00,2330,600,100 STOLP AV   ,,Motor Vehicle,MV THEFT,43.0304586570001,-76.166154833,1308
-8476337.41149493,5318299.08210511,2023/03/03 00:00:00+00,1659,1659,1000 S MCBRIDE ST     ,,All Other,LARCENY,43.0415550000001,-76.144234501,1309
-8476337.41149493,5318299.08210511,2023/09/11 00:00:00+00,1727,1727,1000 S MCBRIDE ST   ,Yes,,AGGRAVATED ASSAULT,43.0415550000001,-76.144234501,1310
-8476337.41149493,5318299.08210511,2023/06/06 00:00:00+00,1200,1700,1000 S MCBRIDE ST   ,,Of MV Parts/Accessories,LARCENY,43.0415550000001,-76.144234501,1311
-8478777.57169119,5316609.11484581,2023/06/22 00:00:00+00,2100,830,100 STOLP AV   ,,From Motor Vehicle,MV THEFT,43.0304586570001,-76.166154833,1312
-8478777.57169119,5316609.11484581,2023/08/17 00:00:00+00,2200,800,100 STOLP AVE    ,,Motor Vehicle,MV THEFT,43.0304586570001,-76.166154833,1313
-8478777.57169119,5316609.11484581,2023/11/15 00:00:00+00,2300,645,100 STOLP AVE    ,,Of Bicycle,MV THEFT,43.0304586570001,-76.166154833,1314
-8471752.82947478,5321383.93460507,2023/08/26 00:00:00+00,0800,1248,1000 SUNNYCREST RD     ,,From Building,LARCENY,43.061805,-76.1030504999999,1315
-8476840.29328709,5321931.97280689,2023/05/20 00:00:00+00,0820,821,100 STRAND PL   ,,,AGGRAVATED ASSAULT,43.0654018060001,-76.148751965,1316
-8477850.56742585,5321766.20321987,2023/08/13 00:00:00+00,0825,701,100 SUNSET AV   ,,All Other,LARCENY,43.0643138730001,-76.157827412,1317
-8477624.82129463,5313062.64882931,2023/06/26 00:00:00+00,1724,1927,1000 VALLEY DR     ,,All Other,LARCENY,43.007166,-76.1557994999999,1318
-8477868.08933634,5313165.07018323,2023/02/11 00:00:00+00,2000,916,100 MAINS AV   ,,All Other,BURGLARY,43.007838812,-76.157984814,1319
-8479345.04138586,5320192.37528778,2023/08/09 00:00:00+00,1327,1327,1000 W  GENESEE ST     ,,,AGGRAVATED ASSAULT,43.0539840000001,-76.1712525,1320
-8477092.82544813,5318776.13938196,2023/09/17 00:00:00+00,0849,849,100 ONONDAGA AV   ,Yes,,AGGRAVATED ASSAULT,43.0446870000001,-76.1510205,1321
-8479345.04138586,5320192.37528778,2023/11/03 00:00:00+00,1800,1100,1000 W  GENESEE ST     ,,All Other,LARCENY,43.0539840000001,-76.1712525,1322
-8479345.04138586,5320192.37528778,2023/09/16 00:00:00+00,1555,1415,1000 W  GENESEE ST     ,,From Motor Vehicle,LARCENY,43.0539840000001,-76.1712525,1323
-8471569.64980178,5322503.82445074,2023/09/12 00:00:00+00,1719,1719,100 LYNWOOD AV   ,,From Building,LARCENY,43.069154676,-76.101404969,1324
-8478118.7253925,5317445.74480508,2023/08/30 00:00:00+00,1105,1105,100 HUDSON ST     ,,All Other,LARCENY,43.035952229,-76.160236316,1325
-8479345.04138586,5320192.37528778,2023/06/29 00:00:00+00,0230,315,1000 W  GENESEE ST     ,,All Other,LARCENY,43.0539840000001,-76.1712525,1326
-8474903.3913655,5315632.20433297,2023/03/05 00:00:00+00,0005,5,100 RUTH AV   ,,,ROBBERY,43.0240433370001,-76.131352479,1327
-8477868.08933634,5313165.07018323,2023/12/19 00:00:00+00,0856,856,100 MAINS AVE    ,,Motor Vehicle,MV THEFT,43.007838812,-76.157984814,1328
-8477602.06725676,5315664.61105615,2023/07/31 00:00:00+00,0600,605,100 HUNT AV   ,,Motor Vehicle,MV THEFT,43.024256161,-76.1555950969999,1329
-8479345.04138586,5320192.37528778,2023/01/26 00:00:00+00,1630,1640,1000 W  GENESEE ST     ,,All Other,LARCENY,43.0539840000001,-76.1712525,1330
-8474903.3913655,5315632.20433297,2023/10/15 00:00:00+00,2000,2000,100 RUTH AV   ,,From Motor Vehicle,MV THEFT,43.0240433370001,-76.131352479,1331
-8476021.58552045,5323870.38307245,2023/03/16 00:00:00+00,0300,31,100 MALVERNE DR     ,,Of MV Parts/Accessories,LARCENY,43.0781220100001,-76.141397388,1332
-8479110.23540657,5320553.32599481,2023/03/12 00:00:00+00,0100,100,100 HUNTER AVE    ,,From Motor Vehicle,MV THEFT,43.056353266,-76.169143202,1333
-8479345.04138586,5320192.37528778,2023/09/10 00:00:00+00,1513,1517,1000 W GENESEE ST     ,,From Building,LARCENY,43.0539840000001,-76.1712525,1334
-8476660.51620564,5324136.48292589,2023/08/21 00:00:00+00,1903,1413,100 ST MARYS TER    ,,All Other,LARCENY,43.079868,-76.147137,1335
-8476021.58552045,5323870.38307245,2023/11/20 00:00:00+00,0030,33,100 MALVERNE DR     ,,From Building,LARCENY,43.0781220100001,-76.141397388,1336
-8479110.23540657,5320553.32599481,2023/07/10 00:00:00+00,1330,1330,100 HUNTER AVE    ,,All Other,LARCENY,43.056353266,-76.169143202,1337
-8479345.04138586,5320192.37528778,2023/12/16 00:00:00+00,0815,815,1000 W GENESEE ST     ,Yes,,ROBBERY,43.0539840000001,-76.1712525,1338
-8474903.3913655,5315632.20433297,2023/08/01 00:00:00+00,1100,1400,100 RUTH AVE    ,,All Other,LARCENY,43.0240433370001,-76.131352479,1339
-8476021.58552045,5323870.38307245,2023/08/15 00:00:00+00,0229,229,100 MALVERNE DR   ,,Motor Vehicle,MV THEFT,43.0781220100001,-76.141397388,1340
-8477092.82544813,5318776.13938196,2023/11/25 00:00:00+00,1700,1710,100 ONONDAGA AV   ,,All Other,LARCENY,43.0446870000001,-76.1510205,1341
-8479345.04138586,5320192.37528778,2023/06/20 00:00:00+00,2122,2123,1000 W GENESEE ST     ,Yes,,ROBBERY,43.0539840000001,-76.1712525,1342
-8476035.96733074,5321169.47821113,2023/01/27 00:00:00+00,0053,53,100 S  ALVORD ST     ,,,AGGRAVATED ASSAULT,43.0603974530001,-76.141526582,1343
-8477868.08933634,5313165.07018323,2023/09/23 00:00:00+00,1930,1130,100 MAINS AVE    ,,From Motor Vehicle,LARCENY,43.007838812,-76.157984814,1344
-8477702.93384736,5317077.02303306,2023/10/12 00:00:00+00,1010,1400,100 HURON ST     ,,Of MV Parts/Accessories,LARCENY,43.0335311480001,-76.156501197,1345
-8479345.04138586,5320192.37528778,2023/02/25 00:00:00+00,1338,1338,1000 W GENESEE ST     ,,Shoplifting,LARCENY,43.0539840000001,-76.1712525,1346
-8476189.13382187,5318142.81001696,2023/08/07 00:00:00+00,0000,800,100 STEWART CT     ,,From Motor Vehicle,LARCENY,43.040529,-76.1429024999999,1347
-8476021.58552045,5323870.38307245,2023/09/01 00:00:00+00,1900,430,100 MALVERNE DR     ,,Motor Vehicle,MV THEFT,43.0781220100001,-76.141397388,1348
-8475391.39630959,5316162.65669871,2023/06/02 00:00:00+00,2000,1700,100 JAMESVILLE AV   ,,From Building,BURGLARY,43.0275268730001,-76.1357363019999,1349
-8479345.04138586,5320192.37528778,2023/02/16 00:00:00+00,0930,1446,1000 W GENESEE ST     ,,All Other,LARCENY,43.0539840000001,-76.1712525,1350
-8476189.13382187,5318142.81001696,2023/08/13 00:00:00+00,1725,646,100 STEWART CT     ,,All Other,LARCENY,43.040529,-76.1429024999999,1351
-8479345.04138586,5320192.37528778,2023/06/04 00:00:00+00,1728,1728,1000 W GENESEE ST     ,,,ROBBERY,43.0539840000001,-76.1712525,1352
-8474244.28903198,5318990.02233264,2023/02/09 00:00:00+00,1200,1500,100 MAPLE TER    ,,,BURGLARY,43.0460911430001,-76.125431662,1353
-8476035.96733074,5321169.47821113,2023/04/12 00:00:00+00,1414,1418,100 S  ALVORD ST     ,,All Other,LARCENY,43.0603974530001,-76.141526582,1354
-8477213.51080428,5319772.15857599,2023/08/01 00:00:00+00,1830,1930,100 JAMES ST     ,,All Other,LARCENY,43.0512255990001,-76.1521046349999,1355
-8479345.04138586,5320192.37528778,2023/10/29 00:00:00+00,1737,1737,1000 W GENESEE ST     ,Yes,Shoplifting,LARCENY,43.0539840000001,-76.1712525,1356
-8475090.362803,5320058.04043077,2023/08/12 00:00:00+00,1509,1509,100 MANILLA ST     ,,All Other,LARCENY,43.053102208,-76.1330320719999,1357
-8478824.06605763,5316994.15328703,2023/08/13 00:00:00+00,1700,700,100 SUMMIT AV   ,,Motor Vehicle,MV THEFT,43.032987,-76.166572499,1358
-8475391.39630959,5316162.65669871,2023/11/11 00:00:00+00,1252,1500,100 JAMESVILLE AV   ,,All Other,LARCENY,43.0275268730001,-76.1357363019999,1359
-8479345.04138586,5320192.37528778,2023/05/15 00:00:00+00,1903,1905,1000 W GENESEE ST     ,,All Other,LARCENY,43.0539840000001,-76.1712525,1360
-8474244.28903198,5318990.02233264,2023/10/23 00:00:00+00,0000,852,100 MAPLE TER    ,,Motor Vehicle,MV THEFT,43.0460911430001,-76.125431662,1361
-8479128.63640708,5315518.10363736,2023/08/12 00:00:00+00,0300,300,100 STRATHMORE DR     ,,Motor Vehicle,MV THEFT,43.0232940000001,-76.169308501,1362
-8477092.82544813,5318776.13938196,2023/03/23 00:00:00+00,1213,1213,100 ONONDAGA AV   ,,,AGGRAVATED ASSAULT,43.0446870000001,-76.1510205,1363
-8479345.04138586,5320192.37528778,2023/09/18 00:00:00+00,0651,651,1000 W GENESEE ST     ,Yes,From Building,LARCENY,43.0539840000001,-76.1712525,1364
-8474244.28903198,5318990.02233264,2023/07/25 00:00:00+00,1440,1440,100 MAPLE TER    ,,,AGGRAVATED ASSAULT,43.0460911430001,-76.125431662,1365
-8476231.24086455,5321707.32467355,2023/05/09 00:00:00+00,1400,2100,100 S  CARBON ST     ,,From Building,BURGLARY,43.0639274530001,-76.143280754,1366
-8475391.39630959,5316162.65669871,2023/06/15 00:00:00+00,0200,400,100 JAMESVILLE AV   ,,,BURGLARY,43.0275268730001,-76.1357363019999,1367
-8479345.04138586,5320192.37528778,2023/08/29 00:00:00+00,2006,2006,1000 W GENESEE ST     ,Yes,Shoplifting,LARCENY,43.0539840000001,-76.1712525,1368
-8474244.28903198,5318990.02233264,2023/01/20 00:00:00+00,0604,604,100 MAPLE TER    ,,Of Bicycle,MV THEFT,43.0460911430001,-76.125431662,1369
-8472977.62217223,5321296.17361336,2023/03/28 00:00:00+00,2130,2130,100 SUNNYCREST RD     ,,From Building,LARCENY,43.061229,-76.114053,1370
-8476902.63843582,5321295.51190471,2023/12/01 00:00:00+00,0800,900,100 JOHN ST     ,,From Building,BURGLARY,43.061224657,-76.149312021,1371
-8479345.04138586,5320192.37528778,2023/10/07 00:00:00+00,1113,1113,1000 W GENESEE ST     ,Yes,From Building,LARCENY,43.0539840000001,-76.1712525,1372
-8476316.36821499,5310157.03150466,2023/09/19 00:00:00+00,1330,600,100 MAPLEWOOD AV   ,,All Other,BURGLARY,42.9880757560001,-76.144045466,1373
-8472977.62217223,5321296.17361336,2023/03/18 00:00:00+00,1940,2215,100 SUNNYCREST RD     ,,Motor Vehicle,MV THEFT,43.061229,-76.114053,1374
-8476016.86679855,5321425.68063465,2023/05/26 00:00:00+00,1200,638,100 JASPER ST     ,,From Motor Vehicle,LARCENY,43.062078989,-76.141354999,1375
-8479345.04138586,5320192.37528778,2023/08/19 00:00:00+00,1418,1418,1000 W GENESEE ST     ,Yes,Shoplifting,LARCENY,43.0539840000001,-76.1712525,1376
-8473907.68137836,5321400.38348353,2023/07/13 00:00:00+00,2300,2300,100 MARIPOSA ST     ,,Motor Vehicle,MV THEFT,43.0619129580001,-76.122407864,1377
-8472977.62217223,5321296.17361336,2023/04/29 00:00:00+00,2130,1200,100 SUNNYCREST RD   ,,From Building,LARCENY,43.061229,-76.114053,1378
-8477092.82544813,5318776.13938196,2023/01/20 00:00:00+00,2057,2057,100 ONONDAGA AV   ,Yes,,AGGRAVATED ASSAULT,43.0446870000001,-76.1510205,1379
-8479345.04138586,5320192.37528778,2023/05/20 00:00:00+00,0142,142,1000 W GENESEE ST     ,,From Building,BURGLARY,43.0539840000001,-76.1712525,1380
-8476859.09971318,5319650.80765171,2023/02/26 00:00:00+00,1130,1130,100 MARKET ST   ,,Motor Vehicle,MV THEFT,43.0504290000001,-76.1489209059999,1381
-8476231.24086455,5321707.32467355,2023/01/17 00:00:00+00,0032,32,100 S  CARBON ST     ,Yes,,AGGRAVATED ASSAULT,43.0639274530001,-76.143280754,1382
-8476902.63843582,5321295.51190471,2023/02/15 00:00:00+00,1816,1816,100 JOHN ST     ,Yes,From Motor Vehicle,LARCENY,43.061224657,-76.149312021,1383
-8479345.04138586,5320192.37528778,2023/09/18 00:00:00+00,1720,1720,1000 W GENESEE ST     ,,From Building,LARCENY,43.0539840000001,-76.1712525,1384
-8480290.09788775,5316939.79388737,2023/11/15 00:00:00+00,2147,2147,100 MARKLAND AV   ,,Motor Vehicle,MV THEFT,43.0326300570001,-76.179742087,1385
-8477597.28497143,5319722.50056825,2023/04/23 00:00:00+00,2000,1100,100 S FRANKLIN ST     ,,From Motor Vehicle,MV THEFT,43.0508996240001,-76.155552137,1386
-8476518.24733606,5321188.71277317,2023/08/20 00:00:00+00,0144,144,100 JOSEPHINE ST     ,,All Other,LARCENY,43.0605236970001,-76.145858977,1387
-8479345.04138586,5320192.37528778,2023/08/29 00:00:00+00,1015,1015,1000 W GENESEE ST     ,Yes,Shoplifting,LARCENY,43.0539840000001,-76.1712525,1388
-8475486.20489351,5318301.22530509,2023/02/16 00:00:00+00,0000,0,100 MARSHALL ST   ,,All Other,LARCENY,43.041569071,-76.136587982,1389
-8476655.00589084,5317646.59492014,2023/09/17 00:00:00+00,1400,2000,100 TOWERS LN     ,,Motor Vehicle,MV THEFT,43.037271,-76.1470874999999,1390
-8476518.24733606,5321188.71277317,2023/07/09 00:00:00+00,0155,155,100 JOSEPHINE ST     ,Yes,,AGGRAVATED ASSAULT,43.0605236970001,-76.145858977,1391
-8479345.04138586,5320192.37528778,2023/08/22 00:00:00+00,1258,1258,1000 W GENESEE ST     ,Yes,Shoplifting,LARCENY,43.0539840000001,-76.1712525,1392
,,2023/09/23 00:00:00+00,1300,1304,100 SIMS DR     ,,Of Bicycle,LARCENY,,,1393
,,2023/12/09 00:00:00+00,0930,1330,100 SIMS DR     ,,From Building,LARCENY,,,1394
-8476235.22009106,5318448.50259822,2023/07/03 00:00:00+00,2330,2325,100 TYLER CT     ,,All Other,LARCENY,43.042536,-76.1433165,1395
-8473823.70596201,5317320.36841023,2023/10/31 00:00:00+00,2100,800,100 WESTMINSTER AV   ,,All Other,LARCENY,43.035129,-76.1216535,1396
-8475486.20489351,5318301.22530509,2023/05/19 00:00:00+00,0440,440,100 MARSHALL ST     ,,From Building,BURGLARY,43.041569071,-76.136587982,1397
